188 3 2 0 18 347 512 605 1256
189 3 2 0 18 484 947 278 576
190 3 2 0 18 483 577 277 948
191 3 2 0 18 264 1219 645 479
192 3 2 0 18 510 1130 197 664
193 3 2 0 18 511 663 196 1129
194 3 2 0 18 1009 466 1122 396
195 3 2 0 18 1010 397 1123 465
196 3 2 0 18 276 899 486 648
197 3 2 0 18 275 649 485 900
198 3 2 0 18 63 691 988 62
199 3 2 0 18 940 238 706 440
200 3 2 0 18 941 441 707 239
201 3 2 0 18 932 375 727 634
202 3 2 0 18 234 896 436 916
203 3 2 0 18 233 915 437 895
204 3 2 0 18 1033 179 984 452
205 3 2 0 18 300 938 477 746
206 3 2 0 18 549 1214 194 598
207 3 2 0 18 550 599 195 1215
208 3 2 0 18 322 701 542 1160
209 3 2 0 18 374 656 307 728
210 3 2 0 18 493 1026 391 995
211 3 2 0 18 492 996 392 1027
212 3 2 0 18 708 304 594 892
213 3 2 0 18 139 1213 535 138
214 3 2 0 18 554 291 621 684
215 3 2 0 18 72 73 461 858
216 3 2 0 18 60 610 1188 59
217 3 2 0 18 464 13 1003 1045
218 3 2 0 18 939 747 199 478
219 3 2 0 18 251 1162 526 757
220 3 2 0 18 252 758 527 1210
221 3 2 0 18 278 601 302 576
222 3 2 0 18 277 577 303 602
223 3 2 0 18 740 48 49 926
224 3 2 0 18 517 925 83 84
225 3 2 0 18 1244 648 486 1050
226 3 2 0 18 1243 1051 485 649
227 3 2 0 18 227 688 434 1078
228 3 2 0 18 226 1077 433 687
229 3 2 0 18 751 220 806 479
230 3 2 0 18 752 480 807 219
231 3 2 0 18 286 551 911 716
232 3 2 0 18 236 1104 471 1032
233 3 2 0 18 235 1031 470 1103
234 3 2 0 18 1220 265 944 480
235 3 2 0 18 359 763 965 529
236 3 2 0 18 560 668 574 258
237 3 2 0 18 216 487 297 917
238 3 2 0 18 217 644 298 488
239 3 2 0 18 67 585 1197 66
240 3 2 0 18 274 1240 574 640
241 3 2 0 18 208 1047 484 576
242 3 2 0 18 209 577 483 1046
243 3 2 0 18 1122 466 821 730
244 3 2 0 18 1123 731 822 465
245 3 2 0 18 292 884 384 721
246 3 2 0 18 293 722 383 883
247 3 2 0 18 554 326 623 180
248 3 2 0 18 363 954 518 725
249 3 2 0 18 364 726 519 955
250 3 2 0 18 295 686 504 1101
251 3 2 0 18 296 1102 503 685
252 3 2 0 18 1080 489 778 248
253 3 2 0 18 1081 249 777 490
254 3 2 0 18 1000 395 945 536
255 3 2 0 18 596 325 646 637
256 3 2 0 18 1078 434 1130 510
257 3 2 0 18 1077 511 1129 433
258 3 2 0 18 1131 508 798 336
259 3 2 0 18 1132 337 799 509
260 3 2 0 18 368 1040 1158 614
261 3 2 0 18 369 613 1159 1041
262 3 2 0 18 31 794 30 2
263 3 2 0 18 101 7 102 795
264 3 2 0 18 271 596 203 544
265 3 2 0 18 743 82 83 925
266 3 2 0 18 742 926 49 50
267 3 2 0 18 522 1245 558 269
268 3 2 0 18 407 768 15 833
269 3 2 0 18 406 834 14 767
270 3 2 0 18 996 492 785 191
271 3 2 0 18 995 190 784 493
272 3 2 0 18 1039 477 825 262
273 3 2 0 18 1000 261 824 478
274 3 2 0 18 1046 483 686 295
275 3 2 0 18 1047 296 685 484
276 3 2 0 18 394 868 270 583
277 3 2 0 18 522 269 869 584
278 3 2 0 18 962 141 142 636
279 3 2 0 18 755 1086 379 617
280 3 2 0 18 756 618 378 1085
281 3 2 0 18 222 958 1249 734
282 3 2 0 18 223 735 505 959
283 3 2 0 18 488 298 579 599
284 3 2 0 18 487 598 580 297
285 3 2 0 18 751 479 982 334
286 3 2 0 18 752 335 983 480
287 3 2 0 18 518 829 196 1060
288 3 2 0 18 519 1190 197 830
289 3 2 0 18 526 1191 408 757
290 3 2 0 18 527 758 409 1192
291 3 2 0 18 538 281 564 741
292 3 2 0 18 125 582 918 124
293 3 2 0 18 153 154 919 581
294 3 2 0 18 605 512 634 210
295 3 2 0 18 271 607 325 596
296 3 2 0 18 294 555 289 608
297 3 2 0 18 793 551 605 210
298 3 2 0 18 710 331 1221 774
